MSZoning,LotArea,Street,LandContour,Utilities,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
RL,9291,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,1993,1993,Gd,TA,PConc,426,0,406,832,GasA,Ex,Y,832,878,0,1710,0,0,2,1,3,1,Gd,7,Typ,0,2,506,Y,144,70,0,0,0,0,0,6,2008,Normal,187000
RL,6820,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,8,5,1985,1985,Gd,TA,PConc,368,1120,0,1488,GasA,TA,Y,1502,0,0,1502,1,0,1,1,1,1,Gd,4,Typ,0,2,528,Y,0,54,0,0,140,0,0,6,2010,Normal,212000
RL,11952,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,6,1977,1977,TA,TA,CBlock,0,0,808,808,GasA,TA,Y,1161,808,0,1969,0,0,2,1,3,1,TA,8,Typ,1,2,534,Y,0,0,0,0,276,0,0,11,2007,Normal,190000
RM,3675,Pave,Lvl,AllPub,Gtl,TwnhsE,SLvl,6,5,2005,2005,TA,TA,PConc,459,0,88,547,GasA,Ex,Y,1072,0,0,1072,1,0,1,0,2,1,TA,5,Typ,0,2,525,Y,0,28,0,0,0,0,0,6,2008,Normal,148000
RL,14977,Pave,Lvl,AllPub,Gtl,1Fam,1Story,8,5,2006,2007,Gd,TA,PConc,1350,0,626,1976,GasA,Ex,Y,1976,0,0,1976,1,0,2,0,2,1,Gd,7,Typ,1,3,908,Y,250,63,0,0,0,0,0,7,2007,Partial,440000
RL,5330,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,8,5,2000,2000,Gd,TA,PConc,1196,0,298,1494,GasA,Ex,Y,1652,0,0,1652,1,0,2,0,2,1,Ex,6,Typ,0,2,499,Y,96,48,0,0,0,0,0,8,2007,Normal,251000
RL,8480,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1963,1963,TA,TA,CBlock,630,0,340,970,GasA,TA,Y,970,0,0,970,1,0,1,0,2,1,TA,5,Typ,0,2,624,Y,0,24,0,0,192,0,0,7,2007,Normal,132500
RL,13125,Pave,Lvl,AllPub,Mod,1Fam,1Story,6,5,1997,1998,TA,TA,PConc,994,0,484,1478,GasA,Ex,Y,1493,0,0,1493,1,0,2,0,3,1,Gd,7,Typ,1,2,508,Y,140,39,0,0,0,0,0,4,2008,Normal,208900
RL,13693,Pave,Lvl,AllPub,Gtl,1Fam,2Story,9,5,2006,2006,Ex,TA,PConc,0,0,2153,2153,GasA,Ex,Y,2069,574,0,2643,0,0,2,1,3,1,Ex,9,Typ,1,3,694,Y,414,84,0,0,0,0,0,3,2007,Normal,380000
RL,10637,Pave,Lvl,AllPub,Gtl,1Fam,1Story,8,5,2007,2008,Gd,TA,PConc,1288,0,417,1705,GasA,Ex,Y,1718,0,0,1718,1,0,2,0,3,1,Gd,7,Typ,1,3,826,Y,208,44,0,0,0,0,0,9,2009,Normal,297000
RM,5925,Pave,Bnk,AllPub,Gtl,1Fam,1Story,4,7,1937,2000,TA,TA,BrkTil,168,0,739,907,GasA,TA,Y,1131,0,0,1131,0,0,1,0,2,1,TA,7,Typ,0,2,672,Y,0,72,0,0,0,0,0,3,2007,Alloca,89471
RL,16033,Pave,Lvl,AllPub,Gtl,1Fam,1Story,9,5,2004,2005,Gd,TA,PConc,1261,0,572,1833,GasA,Ex,Y,1850,0,0,1850,1,0,2,0,3,1,Gd,8,Typ,1,3,772,Y,519,112,0,0,0,0,0,3,2006,Normal,326000
RL,11846,Pave,HLS,AllPub,Gtl,1Fam,1Story,9,5,2003,2004,Gd,TA,PConc,1567,0,225,1792,GasA,Ex,Y,1792,0,0,1792,1,0,2,0,2,1,Ex,6,Typ,1,3,874,Y,206,49,0,0,0,0,0,8,2006,Normal,374000
RM,2500,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,8,1915,2005,Gd,TA,PConc,299,0,611,910,GasA,Ex,Y,916,910,0,1826,1,0,1,1,4,1,Ex,7,Min2,1,1,164,Y,0,0,0,0,0,0,0,6,2009,Normal,155000
RM,4500,Pave,Lvl,AllPub,Gtl,Twnhs,1Story,6,5,1998,1998,TA,TA,PConc,897,0,319,1216,GasA,Ex,Y,1216,0,0,1216,1,0,2,0,2,1,TA,5,Typ,0,2,402,Y,0,125,0,0,0,0,0,5,2006,Normal,164000
RL,7758,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1962,2001,TA,Gd,CBlock,588,0,411,999,GasA,Gd,Y,999,0,0,999,1,0,1,0,3,1,Gd,6,Typ,0,1,264,Y,0,132,0,0,0,0,0,3,2007,Normal,132500
RL,9600,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1950,2007,Gd,TA,CBlock,607,0,506,1113,GasA,Gd,Y,1113,0,0,1113,0,0,1,0,3,1,Gd,5,Typ,1,1,264,Y,0,80,120,0,0,0,0,7,2009,Normal,147000
RL,10289,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1965,1965,TA,TA,CBlock,836,0,237,1073,GasA,TA,Y,1073,0,0,1073,1,0,1,1,3,1,TA,6,Typ,0,2,515,Y,0,0,0,0,0,0,0,6,2007,Normal,156000
RL,12243,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1971,1971,TA,TA,CBlock,998,0,486,1484,GasA,Gd,Y,1484,0,0,1484,0,0,2,0,3,1,TA,7,Typ,1,2,487,Y,224,0,0,0,180,0,0,2,2007,Normal,175000
RL,10800,Pave,Lvl,AllPub,Gtl,2fmCon,1.5Fin,5,4,1900,1970,TA,Fa,CBlock,664,0,290,954,GasA,TA,N,1766,648,0,2414,0,0,2,0,3,2,TA,10,Mod,1,2,520,N,142,0,0,0,0,0,0,5,2006,Normal,160000
RM,1526,Pave,Lvl,AllPub,Gtl,Twnhs,SFoyer,4,8,1970,2002,TA,Gd,CBlock,515,0,115,630,GasA,TA,Y,630,0,0,630,1,0,1,0,1,1,Gd,3,Typ,0,1,286,Y,0,0,0,0,0,0,0,5,2009,Normal,86000
RM,2665,Pave,Lvl,AllPub,Gtl,TwnhsE,2Story,5,6,1976,1976,TA,TA,PConc,0,0,264,264,GasA,TA,Y,616,688,0,1304,0,0,1,1,3,1,TA,4,Typ,1,1,336,Y,141,24,0,0,0,0,0,6,2008,Normal,115000
RL,9490,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,6,7,1941,1950,TA,TA,CBlock,403,165,238,806,GasA,TA,Y,958,620,0,1578,1,0,1,0,3,1,Fa,5,Typ,2,1,240,Y,0,0,32,0,0,0,0,8,2006,Normal,133000
RL,15578,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,2006,2006,Gd,TA,PConc,0,0,728,728,GasA,Gd,Y,728,728,0,1456,0,0,2,1,3,1,TA,8,Typ,0,2,429,Y,0,0,0,0,0,0,0,5,2006,Partial,172785
RL,7931,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1960,1960,TA,TA,CBlock,374,532,363,1269,GasA,TA,Y,1269,0,0,1269,0,0,1,1,3,1,TA,6,Typ,1,1,308,Y,0,0,0,0,0,0,0,6,2008,Normal,155000
RM,5784,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,8,1938,1996,TA,TA,BrkTil,0,0,190,190,GasA,Gd,Y,886,0,0,886,0,0,1,0,2,1,TA,4,Typ,0,1,273,Y,144,20,80,0,0,0,0,12,2009,Normal,91300
C (all),7879,Pave,Lvl,AllPub,Gtl,1Fam,1Story,4,5,1920,1950,TA,TA,CBlock,495,0,225,720,GasA,TA,N,720,0,0,720,0,0,1,0,2,1,TA,4,Typ,0,0,0,N,0,523,115,0,0,0,0,11,2009,Abnorml,34900
RL,12692,Pave,Lvl,AllPub,Gtl,1Fam,1Story,8,5,1992,1993,Gd,TA,PConc,1231,0,1969,3200,GasA,Ex,Y,3228,0,0,3228,1,0,3,0,4,1,Gd,10,Typ,1,2,546,Y,264,75,291,0,0,0,0,5,2007,Normal,430000
RL,9120,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,7,6,1925,1950,TA,Gd,PConc,329,0,697,1026,GasA,Ex,Y,1133,687,0,1820,1,0,2,0,4,1,TA,8,Typ,0,1,240,N,0,100,0,0,0,0,0,6,2008,Normal,184000
RL,7800,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1967,2004,TA,TA,PConc,450,0,414,864,GasA,Ex,Y,899,0,0,899,0,0,1,0,3,1,Gd,5,Typ,0,1,288,Y,64,0,0,0,0,0,0,6,2009,Normal,130000
RL,7535,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1958,1985,TA,TA,CBlock,111,279,522,912,GasA,Fa,Y,912,0,0,912,0,1,1,0,2,1,TA,5,Typ,0,1,297,Y,12,285,0,0,0,0,480,6,2007,Normal,120000
RM,1890,Pave,Lvl,AllPub,Gtl,Twnhs,2Story,6,5,1973,1973,TA,TA,CBlock,356,0,316,672,GasA,TA,Y,672,546,0,1218,0,0,1,1,3,1,TA,7,Typ,0,1,264,Y,144,28,0,0,0,0,0,5,2007,Normal,113000
FV,9803,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2005,2005,Gd,TA,PConc,400,0,466,866,GasA,Gd,Y,866,902,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,2,603,Y,0,108,0,0,0,0,0,2,2008,Normal,226700
RL,9170,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1965,1965,TA,TA,CBlock,698,96,420,1214,GasA,Ex,Y,1214,0,0,1214,1,0,1,0,2,1,TA,6,Typ,0,2,461,Y,0,0,184,0,0,0,400,4,2007,Normal,140000
RL,15602,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,8,1959,1997,TA,TA,CBlock,1247,0,254,1501,GasA,TA,Y,1801,0,0,1801,1,0,2,0,1,1,TA,6,Typ,2,2,484,Y,0,54,0,0,161,0,0,3,2010,Normal,289000
RL,2308,Pave,Lvl,AllPub,Gtl,TwnhsE,2Story,6,5,1974,1974,TA,TA,CBlock,257,495,103,855,GasA,TA,Y,855,467,0,1322,0,1,2,1,3,1,TA,6,Typ,1,2,440,Y,260,0,0,0,0,0,0,6,2009,Normal,147000
RM,7596,Pave,Lvl,AllPub,Gtl,Duplex,2Story,5,5,1952,1952,TA,TA,CBlock,0,0,960,960,GasA,Gd,Y,960,1000,0,1960,0,0,2,0,4,2,TA,10,Typ,0,2,400,N,0,0,0,0,0,0,0,7,2009,Normal,124500
RL,9554,Pave,Lvl,AllPub,Gtl,1Fam,2Story,8,5,1993,1994,Gd,TA,PConc,380,0,397,777,GasA,Ex,Y,1065,846,0,1911,0,0,2,1,3,1,Gd,8,Typ,1,2,471,Y,182,81,0,0,0,0,0,9,2006,Normal,215000
FV,7862,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,5,2009,2009,Gd,TA,PConc,27,0,1191,1218,GasA,Ex,Y,1218,0,0,1218,0,0,2,0,2,1,Gd,4,Typ,0,2,676,Y,0,102,0,0,0,0,0,9,2009,Partial,208300
RM,9600,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,9,1928,2005,TA,Ex,BrkTil,141,0,548,689,GasA,Ex,Y,689,689,0,1378,0,0,2,0,3,1,Gd,7,Typ,1,2,360,N,0,0,116,0,0,0,0,10,2008,Normal,161000
RL,9600,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1959,1959,TA,TA,CBlock,991,0,50,1041,GasA,Ex,Y,1041,0,0,1041,1,0,1,0,3,1,TA,6,Typ,0,1,270,Y,224,88,0,0,0,0,0,7,2009,Normal,124500
RL,14559,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1951,2000,Gd,TA,CBlock,650,180,178,1008,GasA,Ex,Y,1363,0,0,1363,1,0,1,0,2,1,TA,6,Min1,2,1,288,Y,324,42,0,0,168,0,2000,6,2009,Normal,164900
RL,6792,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,7,5,2005,2006,Gd,TA,PConc,0,0,1368,1368,GasA,Ex,Y,1368,0,0,1368,0,0,2,0,2,1,Gd,6,Typ,1,2,474,Y,132,35,0,0,0,0,0,3,2006,Partial,202665
RL,9100,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1958,1958,TA,TA,CBlock,521,174,169,864,GasA,TA,Y,864,0,0,864,1,0,1,0,3,1,TA,5,Typ,0,2,624,Y,0,0,0,0,0,0,0,7,2006,Normal,129900
RL,9187,Pave,Bnk,AllPub,Gtl,1Fam,1Story,6,5,1983,1983,TA,Gd,PConc,336,0,748,1084,GasA,TA,Y,1080,0,0,1080,0,0,1,1,3,1,TA,5,Typ,0,2,484,Y,120,0,158,0,0,0,0,6,2007,Normal,134000
RL,10594,Pave,Lvl,AllPub,Gtl,1Fam,1.5Unf,5,5,1926,1950,TA,TA,BrkTil,0,0,768,768,Grav,Fa,N,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,1,200,Y,0,0,112,0,0,0,0,6,2007,Normal,96500
RL,12220,Pave,Lvl,AllPub,Gtl,1Fam,1Story,10,5,2009,2009,Ex,TA,CBlock,1436,0,570,2006,GasA,Ex,Y,2020,0,0,2020,1,0,2,1,3,1,Ex,9,Typ,1,3,900,Y,156,54,0,0,0,0,0,9,2009,Partial,402861
RL,10448,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,6,6,1972,1972,TA,TA,CBlock,0,0,689,689,GasA,TA,Y,1378,741,0,2119,0,0,2,1,3,1,TA,7,Typ,1,2,583,Y,0,104,0,0,0,0,0,8,2009,Abnorml,158000
RL,10208,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,1996,1997,Gd,TA,PConc,0,0,1264,1264,GasA,Ex,Y,1277,1067,0,2344,0,0,2,1,3,1,Gd,7,Typ,1,3,889,Y,220,0,0,0,0,0,0,7,2009,Normal,265000
RL,9531,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,1998,1998,TA,TA,PConc,706,0,88,794,GasA,Ex,Y,882,914,0,1796,1,0,2,1,3,1,TA,7,Typ,0,2,546,Y,0,36,0,0,0,0,0,5,2007,Normal,211000
RL,10918,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,9,1926,2004,Gd,TA,BrkTil,0,0,1276,1276,GasA,Ex,Y,1276,804,0,2080,0,0,1,1,3,1,Gd,9,Typ,2,1,282,Y,0,0,0,0,145,0,0,6,2009,Normal,234000
RL,10800,Pave,Lvl,AllPub,Gtl,2fmCon,2Story,4,7,1900,2000,TA,TA,BrkTil,0,0,0,0,GasA,TA,N,694,600,0,1294,0,0,2,0,3,2,TA,7,Typ,0,0,0,N,220,114,210,0,0,0,0,8,2008,Normal,106250
RL,11988,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,6,1957,1957,TA,TA,CBlock,777,0,467,1244,GasA,Ex,Y,1244,0,0,1244,0,0,1,1,3,1,TA,6,Typ,2,1,336,Y,0,40,0,0,0,0,0,5,2007,Normal,150000
RM,5000,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,6,7,1947,1950,TA,Gd,CBlock,399,0,605,1004,GasA,Ex,Y,1004,660,0,1664,0,0,2,0,3,1,TA,7,Typ,2,2,420,Y,0,24,36,0,0,0,0,10,2006,Normal,159000
RL,40094,Pave,Bnk,AllPub,Gtl,1Fam,2Story,10,5,2007,2008,Ex,TA,PConc,2260,0,878,3138,GasA,Ex,Y,3138,1538,0,4676,1,0,3,1,3,1,Ex,11,Typ,1,3,884,Y,208,406,0,0,0,0,0,10,2007,Partial,184750
RL,11787,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,1996,1997,Gd,TA,PConc,719,0,660,1379,GasA,Ex,Y,1383,1015,0,2398,1,0,2,1,3,1,Gd,8,Typ,1,3,834,Y,239,60,0,0,0,0,0,8,2007,Normal,315750
FV,7500,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,2005,2005,Gd,TA,PConc,0,0,1257,1257,GasA,Ex,Y,1266,0,0,1266,0,0,2,0,3,1,Gd,6,Typ,1,2,453,Y,38,144,0,0,0,0,0,4,2006,Normal,176000
RL,13300,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1956,2000,TA,TA,CBlock,377,0,551,928,GasA,TA,Y,928,0,0,928,0,0,1,0,2,1,TA,4,Typ,0,1,252,Y,261,0,156,0,0,0,0,6,2007,Normal,132000
RL,14948,Pave,Lvl,AllPub,Gtl,1Fam,2Story,9,5,2008,2008,Ex,TA,PConc,1330,0,122,1452,GasA,Ex,Y,1476,1237,0,2713,1,0,2,1,3,1,Ex,11,Typ,1,3,858,Y,126,66,0,0,0,0,0,11,2008,Partial,446261
RL,9098,Pave,Lvl,AllPub,Gtl,1Fam,1Story,4,7,1920,2002,TA,TA,BrkTil,348,0,180,528,GasA,Ex,Y,605,0,0,605,1,0,1,0,2,1,TA,5,Typ,0,0,0,N,0,0,144,0,0,0,0,7,2007,Normal,86000
RL,32668,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,3,1957,1975,Gd,TA,PConc,1219,0,816,2035,GasA,TA,Y,2515,0,0,2515,1,0,3,0,4,2,TA,9,Maj1,2,2,484,Y,0,0,200,0,0,0,0,3,2007,Alloca,200624
RL,10200,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,6,5,1988,1989,Gd,TA,CBlock,783,0,678,1461,GasA,Ex,Y,1509,0,0,1509,1,0,2,0,3,1,Gd,5,Typ,1,2,600,Y,224,0,0,0,0,0,0,8,2008,Abnorml,175000
RM,6155,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,8,1920,1999,TA,TA,BrkTil,0,0,611,611,GasA,Ex,Y,751,611,0,1362,0,0,2,0,3,1,TA,6,Typ,0,2,502,Y,0,0,84,0,0,0,0,6,2008,Normal,128000
RL,7200,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1955,2007,TA,TA,Slab,0,0,0,0,GasA,Ex,Y,827,0,0,827,0,0,1,0,2,1,TA,5,Mod,1,1,392,Y,0,0,0,0,0,0,0,4,2010,Normal,107500
RL,5000,Pave,Low,AllPub,Mod,1Fam,1Story,1,3,1946,1950,Fa,Fa,Slab,0,0,0,0,GasA,Fa,N,334,0,0,334,0,0,1,0,1,1,Fa,2,Typ,0,0,0,N,0,0,0,0,0,0,0,1,2007,Normal,39300
RL,9056,Pave,Lvl,AllPub,Gtl,1Fam,2Story,8,5,2004,2004,Gd,TA,PConc,0,0,707,707,GasA,Ex,Y,707,707,0,1414,0,0,2,1,3,1,Gd,6,Typ,1,2,403,Y,100,35,0,0,0,0,0,10,2006,Normal,178000
RL,7000,Pave,Lvl,AllPub,Gtl,2fmCon,2Story,5,7,1910,1991,TA,TA,CBlock,969,0,148,1117,GasA,TA,Y,820,527,0,1347,1,0,1,0,3,1,TA,5,Typ,0,0,0,N,85,0,148,0,0,0,0,1,2008,Normal,107500
RL,8924,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,1998,1999,TA,TA,PConc,0,0,880,880,GasA,Ex,Y,880,844,0,1724,0,0,2,1,3,1,Gd,8,Typ,0,2,527,Y,120,155,0,0,0,0,0,7,2008,Normal,188000
RL,12735,Pave,Lvl,AllPub,Gtl,1Fam,1Story,4,5,1972,1972,TA,TA,CBlock,600,0,264,864,GasA,TA,Y,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,2,576,Y,216,0,0,0,0,0,0,4,2008,Normal,111250
RL,11553,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1968,1968,TA,TA,CBlock,673,0,378,1051,GasA,TA,Y,1159,0,0,1159,0,0,1,1,3,1,TA,7,Typ,1,1,336,Y,466,0,0,0,0,0,0,7,2006,Normal,158000
RL,11423,Pave,Lvl,AllPub,Gtl,1Fam,1Story,8,5,2001,2002,Gd,TA,PConc,1358,0,223,1581,GasA,Ex,Y,1601,0,0,1601,1,0,2,0,3,1,Gd,6,Typ,1,2,670,Y,180,0,0,0,0,0,2000,5,2010,Normal,272000
RL,14601,Pave,Lvl,AllPub,Gtl,1Fam,1Story,9,5,2006,2006,Ex,TA,PConc,1260,0,578,1838,GasA,Ex,Y,1838,0,0,1838,1,0,2,0,2,1,Ex,8,Typ,1,3,765,Y,270,68,0,0,0,0,0,3,2009,Normal,315000
RL,11000,Pave,Lvl,AllPub,Gtl,1Fam,2Story,8,5,2000,2000,Gd,TA,PConc,0,0,969,969,GasA,Ex,Y,997,1288,0,2285,0,0,2,1,4,1,Gd,8,Typ,1,3,648,Y,0,56,0,0,0,0,0,6,2007,Normal,248000
RL,10140,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,1998,1999,Gd,TA,PConc,144,1127,379,1650,GasA,Ex,Y,1680,0,0,1680,1,0,2,0,3,1,Gd,7,Maj1,1,2,583,Y,78,73,0,0,0,0,0,6,2009,Normal,213250
RH,4058,Pave,Lvl,AllPub,Gtl,TwnhsE,SFoyer,7,5,1998,1998,TA,TA,PConc,584,139,0,723,GasA,Ex,Y,767,0,0,767,1,0,1,0,1,1,TA,4,Typ,0,1,367,Y,120,40,0,0,0,0,0,6,2007,Normal,133000
RL,17104,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2006,2006,Gd,TA,PConc,554,0,100,654,GasA,Ex,Y,664,832,0,1496,1,0,2,1,3,1,Gd,7,Typ,1,2,426,Y,100,24,0,0,0,0,0,9,2006,Partial,179665
RL,13837,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,7,5,1988,1988,Gd,Gd,PConc,1002,202,0,1204,GasA,Gd,Y,1377,806,0,2183,0,0,2,1,4,1,Gd,9,Typ,0,3,786,Y,0,0,0,0,0,0,0,2,2006,Normal,229000
RL,8737,Pave,Bnk,AllPub,Gtl,1Fam,1.5Fin,6,7,1923,1950,TA,TA,BrkTil,300,0,765,1065,GasA,Ex,Y,915,720,0,1635,0,0,1,1,3,1,TA,6,Typ,1,2,440,Y,0,38,0,144,0,0,0,5,2007,Normal,210000
RL,7244,Pave,Lvl,AllPub,Gtl,1Fam,SFoyer,5,7,1970,1970,TA,Gd,CBlock,619,0,149,768,GasA,Ex,Y,768,0,0,768,1,0,1,0,2,1,TA,5,Typ,0,2,624,Y,104,0,0,0,0,0,0,4,2007,Normal,129500
RM,8235,Pave,HLS,AllPub,Gtl,1Fam,1Story,5,7,1955,1995,TA,Gd,CBlock,180,645,0,825,GasA,TA,Y,825,0,0,825,1,0,1,0,2,1,TA,4,Typ,0,2,720,Y,140,50,0,0,0,0,0,6,2008,Normal,125000
FV,9375,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2003,2004,Gd,TA,PConc,0,0,912,912,GasA,Ex,Y,912,1182,0,2094,0,0,2,1,4,1,Gd,8,Typ,1,2,615,Y,182,182,0,0,0,0,0,11,2009,Normal,263000
RL,4043,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,6,6,1977,1977,TA,TA,CBlock,559,0,510,1069,GasA,TA,Y,1069,0,0,1069,0,0,2,0,2,1,TA,4,Typ,0,2,440,Y,0,55,0,0,200,0,0,10,2008,Abnorml,140000
RM,6000,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1957,1957,TA,TA,CBlock,308,0,620,928,GasA,Gd,Y,928,0,0,928,0,0,1,0,3,1,TA,5,Typ,0,1,288,Y,0,0,0,0,0,0,0,6,2008,Normal,112500
RL,11146,Pave,Lvl,AllPub,Gtl,1Fam,1Story,8,5,2006,2006,Gd,TA,PConc,0,0,1709,1709,GasA,Ex,Y,1717,0,0,1717,0,0,2,0,3,1,Gd,7,Typ,1,3,908,Y,169,39,0,0,0,0,0,7,2009,Normal,255500
RL,8777,Pave,Lvl,AllPub,Gtl,1Fam,1Story,4,5,1949,2003,TA,TA,CBlock,0,0,0,0,GasA,Ex,Y,1126,0,0,1126,0,0,2,0,2,1,Gd,5,Typ,0,2,520,N,0,96,0,0,0,0,0,5,2009,Normal,108000
RL,10625,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2003,2004,Gd,TA,PConc,866,0,132,998,GasA,Ex,Y,1006,1040,0,2046,1,0,2,1,3,1,Gd,8,Typ,1,3,871,Y,320,62,0,0,0,0,0,8,2008,Normal,284000
RM,6380,Pave,Lvl,AllPub,Gtl,1Fam,1.5Unf,5,6,1922,1950,TA,TA,BrkTil,0,0,993,993,GasA,TA,Y,1048,0,0,1048,0,0,1,0,2,1,TA,5,Typ,1,1,280,Y,0,0,116,0,0,0,0,8,2006,Normal,113000
RL,14850,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1957,1957,TA,TA,CBlock,895,0,197,1092,GasA,TA,Y,1092,0,0,1092,1,0,1,0,2,1,TA,6,Typ,1,1,299,Y,268,0,0,0,122,0,0,5,2006,Normal,141000
C (all),11040,Pave,Low,AllPub,Mod,1Fam,1.5Fin,4,6,1920,1950,TA,TA,CBlock,637,0,0,637,GasA,Gd,Y,897,439,0,1336,0,0,1,1,3,1,TA,7,Typ,0,1,570,Y,0,47,120,0,0,0,0,9,2006,Normal,108000
RL,21872,Pave,HLS,AllPub,Gtl,1Fam,2Story,7,5,1996,1997,TA,TA,PConc,604,0,125,729,GasA,Ex,Y,729,717,0,1446,0,1,2,1,3,1,TA,6,Typ,1,2,406,Y,264,22,0,0,0,0,0,8,2008,Normal,175000
RL,3196,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,7,5,2003,2004,Gd,TA,PConc,0,0,1374,1374,GasA,Ex,Y,1557,0,0,1557,0,0,2,0,2,1,Gd,7,Typ,1,2,420,Y,143,20,0,0,0,0,0,10,2006,Normal,234000
RL,11341,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1957,1996,TA,TA,CBlock,1302,0,90,1392,GasA,TA,Y,1392,0,0,1392,1,0,1,1,3,1,TA,5,Mod,1,2,528,Y,0,0,0,0,95,0,0,5,2010,Normal,121500
RL,10010,Pave,Lvl,AllPub,Mod,1Fam,1Story,5,5,1974,1975,TA,TA,CBlock,1071,123,195,1389,GasA,Gd,Y,1389,0,0,1389,1,0,1,0,2,1,TA,6,Typ,1,2,418,Y,240,38,0,0,0,0,0,4,2006,Normal,170000
RL,13907,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1940,1969,TA,TA,CBlock,290,0,706,996,GasA,Ex,Y,996,0,0,996,1,0,1,0,3,1,TA,6,Typ,1,0,0,Y,144,0,0,0,0,0,0,7,2008,Normal,108000
RL,21780,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,6,7,1918,1950,TA,TA,BrkTil,0,0,1163,1163,GasA,Ex,Y,1163,511,0,1674,0,0,2,0,4,1,TA,8,Typ,1,2,396,N,72,36,0,0,144,0,0,7,2008,Normal,185000
RL,13346,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,1992,2000,Gd,TA,PConc,728,0,367,1095,GasA,Ex,Y,1166,1129,0,2295,1,0,2,1,4,1,Gd,9,Typ,1,2,590,Y,0,40,0,0,0,0,0,7,2006,Normal,268000
