Id,MSSubClass,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
1001,20,10206,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1952,1952,Flat,Tar&Grv,TA,TA,Slab,GasW,Fa,N,944,0,0,944,1,0,2,1,4,0,Y,0,0,0,0,0,0,0,7,2009,Normal,82000.0
1002,30,5400,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Ex,Y,691,0,0,691,1,0,2,1,4,0,N,0,20,94,0,0,0,0,1,2007,Abnorml,86000.0
1003,20,11957,Pave,IR1,Lvl,Inside,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1574,0,0,1574,2,0,3,1,7,1,Y,144,104,0,0,0,0,0,7,2008,Normal,232000.0
1004,90,11500,Pave,IR1,Lvl,Corner,Gtl,NWAmes,Feedr,RRAn,Duplex,1Story,5,6,1976,1976,Gable,CompShg,TA,TA,CBlock,GasA,Fa,Y,1680,0,0,1680,2,0,4,2,8,0,Y,0,0,0,0,0,0,0,6,2007,Normal,136905.0
1005,120,3182,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1504,0,0,1504,2,0,1,1,7,1,Y,156,0,0,0,0,0,0,5,2009,Normal,181000.0
1006,80,8385,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,8,1977,1977,Gable,CompShg,Gd,TA,CBlock,GasA,TA,Y,985,0,0,985,2,0,3,1,6,0,Y,210,0,0,0,0,0,0,11,2008,Normal,149900.0
1007,20,12155,Pave,IR3,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,6,3,1970,1970,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,1657,0,0,1657,2,0,3,1,7,1,Y,0,0,0,0,147,0,0,3,2007,Normal,163500.0
1008,160,2217,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,4,1970,1970,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,546,546,0,1092,1,1,3,1,6,0,Y,238,0,0,0,0,0,0,8,2009,Normal,88000.0
1009,20,12118,Pave,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1710,0,0,1710,2,0,3,1,7,1,Y,100,48,0,0,180,0,0,4,2009,Normal,240000.0
1010,50,6000,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1926,1950,Gable,CompShg,TA,Fa,BrkTil,GasA,Ex,Y,1008,0,514,1522,2,0,4,1,7,0,P,0,0,138,0,0,0,0,6,2006,Normal,102000.0
1011,50,21286,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1948,1950,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,720,551,0,1271,2,0,4,1,7,1,Y,0,0,108,0,0,0,0,8,2008,Normal,135000.0
1012,90,9825,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1965,1965,Hip,CompShg,TA,TA,CBlock,GasA,TA,N,1664,0,0,1664,2,0,4,2,8,0,Y,0,0,0,0,0,0,0,5,2010,Normal,100000.0
1013,70,10592,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1923,1996,Hip,CompShg,TA,Gd,PConc,GasA,TA,Y,900,602,0,1502,1,1,3,1,7,2,Y,96,0,112,0,53,0,0,8,2007,Normal,165000.0
1014,30,7200,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,4,1910,2006,Hip,CompShg,TA,TA,BrkTil,GasW,TA,N,1022,0,0,1022,1,0,2,1,4,0,Y,0,30,226,0,0,0,0,6,2009,Normal,85000.0
1015,20,11664,Pave,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,6,5,1948,1950,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1082,0,0,1082,1,0,2,1,5,1,Y,0,130,0,0,0,0,0,11,2007,Normal,119200.0
1016,60,8400,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,6,2001,2001,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,810,855,0,1665,2,1,3,1,6,0,Y,0,45,0,0,0,0,0,11,2009,Normal,227000.0
1017,20,11883,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1504,0,0,1504,2,0,3,1,6,1,Y,115,66,0,0,0,0,0,6,2009,Normal,203000.0
1018,120,5814,Pave,IR1,Lvl,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1984,1984,Gable,CompShg,Gd,TA,CBlock,GasA,Gd,Y,1360,0,0,1360,1,0,1,1,4,1,Y,63,0,0,0,0,0,0,8,2009,Abnorml,187500.0
1019,80,10784,Pave,IR1,Lvl,FR2,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1991,1992,Gable,CompShg,Gd,TA,PConc,GasA,Gd,Y,802,670,0,1472,2,1,3,1,7,1,Y,164,0,0,0,0,0,0,5,2007,Normal,160000.0
1020,120,3013,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1506,0,0,1506,2,0,2,1,6,1,Y,142,20,0,0,0,0,0,4,2006,Normal,213490.0
1021,20,7024,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2005,2005,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,1132,0,0,1132,1,1,2,1,5,0,Y,252,64,0,0,0,0,0,6,2008,Normal,176000.0
1022,20,7406,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1220,0,0,1220,2,0,2,1,6,0,Y,105,54,0,0,0,0,0,7,2006,Partial,194000.0
1023,50,9439,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,912,336,0,1248,1,0,2,1,6,0,Y,0,0,192,0,0,0,0,3,2007,Normal,87000.0
1024,120,3182,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1504,0,0,1504,2,0,2,1,7,1,Y,156,20,0,0,0,0,0,5,2008,Normal,191000.0
1025,20,15498,Pave,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1976,1976,Hip,WdShake,Gd,TA,CBlock,GasA,TA,Y,2898,0,0,2898,2,0,2,1,10,1,Y,0,72,174,0,0,0,0,5,2008,Abnorml,287000.0
1026,20,7700,Pave,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,882,0,0,882,1,0,3,1,5,0,Y,96,0,0,0,0,0,0,3,2007,Normal,112500.0
1027,20,9300,Pave,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1264,0,0,1264,1,0,3,1,6,2,Y,0,0,0,0,143,0,0,4,2010,Normal,167500.0
1028,20,9520,Pave,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1646,0,0,1646,2,0,3,1,7,1,Y,192,44,0,0,0,0,0,4,2008,Partial,293077.0
1029,50,9492,Pave,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,5,1941,1950,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,968,408,0,1376,1,0,3,1,6,1,Y,0,0,0,0,0,0,0,4,2007,Normal,105000.0
1030,160,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,672,546,0,1218,1,1,3,1,7,0,Y,0,28,0,0,0,0,0,5,2006,Normal,118000.0
1031,190,7082,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,8,1916,1995,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,948,980,0,1928,2,0,5,2,10,0,N,0,0,228,0,0,0,0,7,2006,Normal,160000.0
1032,75,15863,Pave,Reg,Lvl,Corner,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,7,3,1920,1970,Gable,CompShg,TA,TA,BrkTil,GasA,Ex,Y,1687,998,397,3082,2,1,5,1,12,2,Y,136,63,0,0,0,0,0,8,2009,Normal,197000.0
1033,60,14541,Pave,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1993,1993,Gable,CompShg,Gd,Gd,PConc,GasA,Ex,Y,1352,1168,0,2520,2,1,5,1,10,1,Y,209,55,0,0,0,0,0,11,2006,Abnorml,310000.0
1034,20,8125,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1654,0,0,1654,2,0,3,1,6,0,Y,0,136,0,0,0,0,0,2,2006,Normal,230000.0
1035,30,6305,Pave,Reg,Bnk,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1938,1950,Gable,CompShg,TA,Gd,PConc,GasA,Ex,Y,954,0,0,954,1,0,2,1,5,1,Y,0,0,0,0,0,0,0,6,2007,Normal,119750.0
1036,20,11500,Pave,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,1957,Gable,CompShg,TA,Gd,Slab,GasA,Ex,N,845,0,0,845,1,0,3,1,5,0,N,186,0,0,0,0,0,0,1,2009,Normal,84000.0
1037,20,12898,Pave,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1620,0,0,1620,2,0,2,1,6,1,Y,228,0,0,0,0,0,0,9,2009,Normal,315500.0
1038,60,9240,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1055,1208,0,2263,2,1,3,1,7,1,Y,0,45,0,0,189,0,0,9,2008,Normal,287000.0
1039,160,1533,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,6,1970,2008,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,798,546,0,1344,1,1,3,1,6,1,Y,0,0,0,0,0,0,0,5,2009,Normal,97000.0
1040,180,1477,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,4,1970,1970,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,630,0,0,630,1,0,1,1,3,0,Y,0,0,0,0,0,0,0,4,2009,Normal,80000.0
1041,20,13125,Pave,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1957,2000,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,1803,0,0,1803,2,0,3,1,8,1,Y,0,0,0,0,0,0,0,1,2006,Normal,155000.0
1042,60,9130,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,6,8,1966,2000,Hip,CompShg,TA,TA,CBlock,GasA,Gd,Y,800,832,0,1632,1,1,4,1,7,0,Y,0,40,0,0,0,0,0,7,2008,Normal,173000.0
1043,120,5381,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2005,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1306,0,0,1306,2,0,1,1,5,1,Y,170,63,0,0,0,0,0,8,2009,Normal,196000.0
1044,60,11839,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,TA,TA,PConc,GasA,Ex,Y,1532,797,0,2329,2,1,4,1,10,1,Y,192,121,0,0,0,0,0,5,2008,Normal,262280.0
1045,20,9600,Pave,Reg,Lvl,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,Gd,TA,PConc,GasA,TA,Y,2524,0,0,2524,2,1,4,1,9,1,Y,474,120,0,0,0,0,0,7,2009,Normal,278000.0
1046,20,13680,Pave,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,5,1955,1955,Hip,CompShg,TA,TA,Slab,GasA,Ex,Y,1733,0,0,1733,2,0,4,1,8,1,Y,0,0,0,0,0,0,0,6,2009,Normal,139600.0
1047,60,16056,Pave,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1992,876,0,2868,3,1,4,1,11,1,Y,214,108,0,0,0,0,0,7,2006,Partial,556581.0
1048,20,9245,Pave,IR2,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,990,0,0,990,1,0,3,1,5,0,Y,0,0,0,0,0,0,0,2,2008,Normal,145000.0
1049,20,21750,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960,2006,Hip,CompShg,TA,Fa,Slab,GasA,TA,Y,1771,0,0,1771,1,0,3,1,9,1,Y,0,0,0,0,0,0,0,11,2009,Normal,115000.0
1050,20,11100,Pave,Reg,Low,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,2006,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,930,0,0,930,1,0,2,1,6,0,Y,0,0,0,0,0,0,0,4,2010,Abnorml,84900.0
1051,20,8993,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1302,0,0,1302,2,0,3,1,6,0,Y,0,22,0,0,0,0,0,8,2007,Partial,176485.0
1052,20,11175,Pave,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1316,0,0,1316,2,0,3,1,6,1,Y,0,20,0,0,0,0,0,10,2007,Partial,200141.0
1053,60,9500,Pave,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,1978,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1127,850,0,1977,1,1,4,1,9,1,Y,0,52,0,0,0,0,0,6,2007,Normal,165000.0
1054,20,8562,Pave,Reg,Lvl,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,5,6,1957,2002,Hip,CompShg,TA,TA,CBlock,GasA,Ex,Y,1526,0,0,1526,1,0,4,1,7,1,Y,116,78,0,0,0,0,0,5,2010,Normal,144500.0
1055,60,11367,Pave,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1091,898,0,1989,2,1,3,1,7,1,Y,199,60,0,0,0,0,0,11,2006,Normal,255000.0
1056,20,11361,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,1976,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1523,0,0,1523,2,0,3,1,7,1,Y,0,0,0,0,189,0,0,5,2008,Abnorml,180000.0
1057,120,7052,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1364,0,0,1364,2,0,2,1,6,1,Y,192,36,0,0,0,0,0,6,2006,Normal,185850.0
1058,60,29959,Pave,IR2,Lvl,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,1994,1994,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,979,871,0,1850,2,1,3,1,7,1,Y,168,98,0,0,0,0,0,1,2009,Normal,248000.0
1059,60,11308,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,Ex,TA,PConc,GasA,Ex,Y,1130,1054,0,2184,2,1,3,1,10,1,Y,0,102,0,0,0,0,0,7,2009,Normal,335000.0
1060,50,11275,Pave,IR1,HLS,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,1950,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1096,895,0,1991,1,1,3,1,7,1,Y,0,0,19,0,0,0,0,3,2007,Normal,220000.0
1061,120,4920,Pave,Reg,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2001,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1338,0,0,1338,2,0,2,1,6,0,Y,0,0,170,0,0,0,0,4,2010,Normal,213500.0
1062,30,18000,Grvl,Reg,Low,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935,1950,Gable,CompShg,Fa,TA,CBlock,GasA,TA,Y,894,0,0,894,1,0,2,1,6,0,Y,0,20,0,0,0,0,560,8,2008,Normal,81000.0
1063,190,13600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,TA,TA,BrkTil,GasA,TA,N,1422,915,0,2337,2,0,5,2,10,0,Y,0,57,0,0,0,0,0,9,2007,Normal,90000.0
1064,30,6000,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,TA,Gd,BrkTil,GasA,Gd,Y,1103,0,0,1103,1,0,2,1,5,1,Y,166,120,0,0,0,0,0,7,2006,Normal,110500.0
1065,20,11000,Pave,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,1154,0,0,1154,1,1,3,1,6,1,Y,0,58,0,0,0,0,0,11,2009,Normal,154000.0
1066,60,14000,Pave,Reg,Lvl,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1306,954,0,2260,2,1,3,1,7,0,Y,296,44,0,0,0,0,0,4,2010,Normal,328000.0
1067,60,7837,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,Gd,TA,PConc,GasA,Gd,Y,799,772,0,1571,2,1,3,1,7,1,Y,0,40,0,0,0,0,0,5,2009,Normal,178000.0
1068,60,9760,Pave,Reg,Lvl,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,1964,1964,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,798,813,0,1611,1,1,4,1,7,0,Y,328,128,0,0,189,0,0,6,2008,Normal,167900.0
1069,160,3964,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,1291,1230,0,2521,2,1,5,1,10,1,Y,728,20,0,0,0,0,0,6,2006,Normal,151400.0
1070,45,9600,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,893,0,0,893,1,0,2,1,4,0,Y,0,0,0,0,0,0,0,5,2007,Normal,135000.0
1071,20,10152,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,1048,0,0,1048,1,0,3,1,6,0,Y,0,20,0,0,192,0,0,6,2007,Normal,135000.0
1072,60,11700,Pave,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,829,727,0,1556,1,1,4,1,8,0,Y,0,0,0,0,0,0,0,5,2009,Normal,154000.0
1073,50,7585,Pave,Reg,Lvl,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,3,1948,1950,Gable,CompShg,TA,TA,CBlock,GasA,Fa,Y,1002,454,0,1456,1,0,4,1,7,1,P,0,0,0,0,0,0,0,8,2006,Normal,91500.0
1074,60,7950,Pave,IR1,Bnk,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,698,728,0,1426,1,1,3,1,6,0,Y,252,0,0,0,0,0,0,7,2009,Normal,159500.0
1075,20,8556,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1240,0,0,1240,2,0,2,1,5,0,Y,140,93,0,0,0,0,0,5,2007,Normal,194000.0
1076,70,13125,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,960,780,0,1740,1,1,3,1,6,2,Y,0,0,0,0,0,0,0,7,2007,Normal,219500.0
1077,50,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,1096,370,0,1466,2,0,3,1,7,1,Y,436,21,0,0,0,0,500,4,2006,Normal,170000.0
1078,20,15870,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,1096,0,0,1096,1,0,3,1,6,0,Y,240,32,0,0,0,0,0,3,2006,Abnorml,138800.0
1079,120,4435,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,848,0,0,848,1,0,1,1,3,1,Y,140,0,0,0,0,0,0,5,2006,Normal,155900.0
1080,20,8775,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,990,0,0,990,1,0,3,1,5,0,Y,0,64,0,0,0,0,0,4,2007,Normal,126000.0
1081,20,11040,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1971,2004,Gable,CompShg,Gd,Gd,CBlock,GasA,Ex,Y,1258,0,0,1258,2,0,3,1,5,0,Y,55,0,0,216,0,0,0,10,2008,Abnorml,145000.0
1082,20,7500,Pave,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,TA,TA,CBlock,GasA,Fa,Y,1040,0,0,1040,1,1,3,1,5,0,Y,0,0,220,0,0,0,0,6,2010,Normal,133000.0
1083,20,8749,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1459,0,0,1459,2,0,3,1,6,1,Y,192,39,0,0,0,0,0,9,2007,Normal,192000.0
1084,20,8800,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,1251,0,0,1251,1,0,3,1,6,2,Y,0,116,0,0,0,0,700,3,2006,Normal,160000.0
1085,60,13031,Pave,IR2,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,691,807,0,1498,2,1,3,1,6,1,Y,315,44,0,0,0,0,0,7,2006,Normal,187500.0
1086,85,9069,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,996,0,0,996,1,0,2,1,5,0,Y,120,0,0,0,0,0,0,4,2010,Normal,147000.0
1087,160,1974,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,546,546,0,1092,1,1,3,1,6,0,Y,120,96,0,0,0,0,0,5,2010,Normal,83500.0
1088,60,10574,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1082,871,0,1953,2,1,3,1,9,1,Y,160,50,0,0,0,0,0,5,2009,Normal,252000.0
1089,160,2522,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,970,739,0,1709,2,0,3,1,7,0,Y,0,40,0,0,0,0,0,4,2006,Normal,137500.0
1090,120,3316,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1247,0,0,1247,1,1,1,1,4,1,Y,0,84,0,0,0,0,0,4,2006,Normal,197000.0
1091,90,8544,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,TA,TA,Slab,Wall,Fa,N,1040,0,0,1040,2,0,2,2,6,0,Y,0,0,0,0,0,0,0,6,2009,Normal,92900.0
1092,160,2160,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,624,628,0,1252,2,1,2,1,4,0,Y,0,48,0,0,0,0,0,3,2008,Normal,160000.0
1093,50,8400,Pave,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,TA,TA,PConc,GasA,Fa,Y,1390,304,0,1694,2,0,4,1,7,1,Y,342,0,128,0,0,0,0,6,2008,Normal,136500.0
